[2024-10-10 23:48:29.580] [multi_sink] [info] Action: Join | Nickname: aa | Result: Success
[2024-10-10 23:48:29.913] [multi_sink] [info] Action: Login | Nickname: aa | Result: Success
[2024-10-10 23:48:29.920] [multi_sink] [info] Action: Spawn | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (100, 100, 500, Yaw: 50) | Result: Success
[2024-10-10 23:48:43.922] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (853.6371, 477.5049, 284.051, Yaw: 0) | Result: Success
[2024-10-10 23:48:44.122] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (877.1223, 485.32224, 337.25494, Yaw: 0) | Result: Success
[2024-10-10 23:48:44.324] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (900.8994, 493.23666, 351.17566, Yaw: 0) | Result: Success
[2024-10-10 23:48:44.525] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (924.5494, 501.1088, 325.15268, Yaw: 0) | Result: Success
[2024-10-10 23:48:44.585] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (931.40546, 503.39093, 310.17426, Yaw: 0) | Result: Success
[2024-10-10 23:48:44.694] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (944.27576, 507.67493, 273.0323, Yaw: 0) | Result: Success
[2024-10-10 23:48:44.753] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (951.1249, 509.9547, 248.46602, Yaw: 0) | Result: Success
[2024-10-10 23:48:44.864] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (992.55743, 520.17, 278.1845, Yaw: 0) | Result: Success
[2024-10-10 23:48:45.067] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1070.859, 539.33246, 308.12915, Yaw: 0) | Result: Success
[2024-10-10 23:48:45.274] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1150.4532, 558.8113, 297.28024, Yaw: 0) | Result: Success
[2024-10-10 23:48:45.477] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1228.8171, 577.989, 245.93326, Yaw: 0) | Result: Success
[2024-10-10 23:48:45.683] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1308.6963, 597.53754, 152.06668, Yaw: 0) | Result: Success
[2024-10-10 23:48:45.801] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1350.2848, 607.4382, 101.65, Yaw: -73.26446) | Result: Success
[2024-10-10 23:48:45.809] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1352.05, 607.34064, 101.65, Yaw: -73.26446) | Result: Success
[2024-10-10 23:48:45.965] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1380.2017, 570.98926, 101.65, Yaw: -118.26446) | Result: Success
[2024-10-10 23:48:46.023] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1381.9679, 545.03644, 101.65, Yaw: -163.26447) | Result: Success
[2024-10-10 23:48:46.230] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1306.4403, 485.35535, 101.65, Yaw: -174.28946) | Result: Success
[2024-10-10 23:48:46.436] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1204.4088, 477.65674, 101.65, Yaw: 172.41054) | Result: Success
[2024-10-10 23:48:46.488] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1179.1107, 479.95676, 101.65, Yaw: 0) | Result: Success
[2024-10-10 23:48:46.496] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1176.2542, 480.23813, 101.65, Yaw: 0) | Result: Success
[2024-10-10 23:48:46.698] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1172.2573, 480.60815, 101.65, Yaw: 0) | Result: Success
[2024-10-10 23:48:46.723] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1172.232, 480.61392, 101.65, Yaw: 172.41054) | Result: Success
[2024-10-10 23:48:46.732] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1172.1542, 480.62674, 107.59599, Yaw: 172.41054) | Result: Success
[2024-10-10 23:48:46.782] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1170.2336, 480.89697, 140.96648, Yaw: 172.41054) | Result: Success
[2024-10-10 23:48:46.791] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1169.6792, 480.9735, 146.86902, Yaw: 172.41054) | Result: Success
[2024-10-10 23:48:46.850] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1164.7883, 481.64197, 182.26395, Yaw: 0) | Result: Success
[2024-10-10 23:48:46.859] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1163.8584, 481.7686, 187.64548, Yaw: 0) | Result: Success
[2024-10-10 23:48:47.065] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1143.5524, 484.5332, 283.50546, Yaw: 0) | Result: Success
[2024-10-10 23:48:47.265] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1123.7268, 487.2324, 337.12457, Yaw: 0) | Result: Success
[2024-10-10 23:48:47.467] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1103.7845, 489.94748, 351.21616, Yaw: 0) | Result: Success
[2024-10-10 23:48:47.651] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1085.6594, 492.4152, 329.35947, Yaw: 0) | Result: Success
[2024-10-10 23:48:47.803] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1070.5994, 494.46558, 286.09055, Yaw: 0) | Result: Success
[2024-10-10 23:48:47.845] [multi_sink] [info] Action: Attack | Attacker: CREATURE_TYPE_PLAYER (aa, ObjectId: 1) | Victim: CREATURE_TYPE_MONSTER (EliteMonster, ObjectId: 3) | Position: (1070.5994, 494.46558, 286.09055, Yaw: 0) | Damage: 20 | Result: Success
[2024-10-10 23:48:47.845] [multi_sink] [info] Action: Hit | Attacker: CREATURE_TYPE_PLAYER (aa, ObjectId: 1) | Victim: CREATURE_TYPE_MONSTER (ObjectId: 3, Nickname: EliteMonster) | Position: (1070.5994, 494.46558, 286.09055, Yaw: 0) | HP: 80 | Damage: 20 | Result: Success
[2024-10-10 23:48:47.845] [multi_sink] [info] Action: Death | Entity: CREATURE_TYPE_MONSTER (ObjectId: 3, Nickname: EliteMonster) | Result: Success
[2024-10-10 23:48:47.846] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1066.4844, 495.02582, 270.3035, Yaw: 0) | Result: Success
[2024-10-10 23:48:47.975] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1055.7938, 472.6103, 263.57172, Yaw: 0) | Result: Success
[2024-10-10 23:48:48.176] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1042.8657, 399.41187, 301.5017, Yaw: 0) | Result: Success
[2024-10-10 23:48:48.378] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1029.7931, 325.39572, 299.80942, Yaw: 0) | Result: Success
[2024-10-10 23:48:48.580] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1016.8064, 251.86597, 258.2559, Yaw: 0) | Result: Success
[2024-10-10 23:48:48.786] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1003.52167, 176.64906, 174.6297, Yaw: 0) | Result: Success
[2024-10-10 23:48:48.988] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:49.189] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:49.395] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:49.596] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:49.801] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:50.002] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:50.202] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:50.403] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:50.604] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:50.804] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:51.007] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:51.208] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:51.408] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:51.611] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:51.812] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.3509, 119.06288, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:51.954] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.2942, 119.19376, 101.649994, Yaw: 113.43554) | Result: Success
[2024-10-10 23:48:51.962] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (993.1747, 119.469444, 101.649994, Yaw: 113.43554) | Result: Success
[2024-10-10 23:48:52.163] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (973.2706, 165.38675, 101.649994, Yaw: 113.43554) | Result: Success
[2024-10-10 23:48:52.365] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (933.84186, 257.69803, 101.649994, Yaw: 102.06054) | Result: Success
[2024-10-10 23:48:52.568] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (917.4206, 347.69775, 101.649994, Yaw: 83.51054) | Result: Success
[2024-10-10 23:48:52.768] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (883.3279, 371.9289, 101.649994, Yaw: 87.01054) | Result: Success
[2024-10-10 23:48:52.973] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (842.8021, 427.18253, 101.649994, Yaw: 93.83554) | Result: Success
[2024-10-10 23:48:53.176] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (821.3038, 525.4027, 101.649994, Yaw: 93.83554) | Result: Success
[2024-10-10 23:48:53.380] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (813.6005, 626.64136, 101.649994, Yaw: 87.53554) | Result: Success
[2024-10-10 23:48:53.586] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (843.06836, 723.0138, 101.649994, Yaw: 33.63554) | Result: Success
[2024-10-10 23:48:53.790] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (931.19293, 768.2278, 101.649994, Yaw: -18.339464) | Result: Success
[2024-10-10 23:48:53.994] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1031.0554, 749.6922, 101.649994, Yaw: -0.48946375) | Result: Success
[2024-10-10 23:48:54.197] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1130.0544, 764.1321, 101.649994, Yaw: 24.18554) | Result: Success
[2024-10-10 23:48:54.404] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1225.2411, 803.8617, 101.649994, Yaw: 19.81054) | Result: Success
[2024-10-10 23:48:54.605] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1320.6176, 837.0174, 101.649994, Yaw: 16.66054) | Result: Success
[2024-10-10 23:48:54.805] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1416.9486, 864.0128, 101.649994, Yaw: 13.685539) | Result: Success
[2024-10-10 23:48:55.007] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1514.9346, 888.24774, 101.649994, Yaw: 13.685539) | Result: Success
[2024-10-10 23:48:55.104] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1561.9895, 899.59467, 107.44942, Yaw: 12.460539) | Result: Success
[2024-10-10 23:48:55.232] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1624.2644, 914.2009, 187.9362, Yaw: 12.1105385) | Result: Success
[2024-10-10 23:48:55.241] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1628.3479, 915.1511, 192.65164, Yaw: 12.1105385) | Result: Success
[2024-10-10 23:48:55.302] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1657.9801, 922.0399, 224.80383, Yaw: 0) | Result: Success
[2024-10-10 23:48:55.310] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1662.5197, 923.09625, 229.40921, Yaw: 0) | Result: Success
[2024-10-10 23:48:55.518] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1763.3022, 946.547, 309.7215, Yaw: 0) | Result: Success
[2024-10-10 23:48:55.606] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1805.7733, 956.4469, 331.00476, Yaw: 151.31053) | Result: Success
[2024-10-10 23:48:55.615] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1810.6298, 957.6442, 332.996, Yaw: 151.31053) | Result: Success
[2024-10-10 23:48:55.730] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1861.0922, 973.653, 348.4978, Yaw: -163.68947) | Result: Success
[2024-10-10 23:48:55.931] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1928.2491, 1000.74384, 344.43704, Yaw: -163.68947) | Result: Success
[2024-10-10 23:48:56.037] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1951.801, 1011.4413, 326.97073, Yaw: -163.68947) | Result: Success
[2024-10-10 23:48:56.064] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1957.1945, 1014.0863, 320.07504, Yaw: -119.03946) | Result: Success
[2024-10-10 23:48:56.151] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1971.2039, 1019.0146, 294.6203, Yaw: -119.38946) | Result: Success
[2024-10-10 23:48:56.159] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1972.4092, 1019.23706, 291.78156, Yaw: -119.38946) | Result: Success
[2024-10-10 23:48:56.185] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1975.8911, 1019.63837, 282.86356, Yaw: -74.38946) | Result: Success
[2024-10-10 23:48:56.253] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1985.6127, 1018.61383, 255.90501, Yaw: 0) | Result: Success
[2024-10-10 23:48:56.262] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (1987.1414, 1018.2771, 251.4163, Yaw: 0) | Result: Success
[2024-10-10 23:48:56.464] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2050.8792, 969.63416, 302.94022, Yaw: 0) | Result: Success
[2024-10-10 23:48:56.667] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2114.8596, 920.6831, 313.91782, Yaw: 0) | Result: Success
[2024-10-10 23:48:56.870] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2179.1357, 871.50574, 284.62646, Yaw: 0) | Result: Success
[2024-10-10 23:48:57.074] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2243.6152, 822.17285, 214.63791, Yaw: 0) | Result: Success
[2024-10-10 23:48:57.274] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2307.1252, 773.5816, 105.94526, Yaw: 0) | Result: Success
[2024-10-10 23:48:57.477] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2319.0022, 764.4946, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:57.664] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2318.8613, 764.5138, 101.649994, Yaw: 172.23553) | Result: Success
[2024-10-10 23:48:57.673] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2318.5085, 764.56696, 101.649994, Yaw: 170.83554) | Result: Success
[2024-10-10 23:48:57.681] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2318.1802, 764.61707, 107.44942, Yaw: 169.96054) | Result: Success
[2024-10-10 23:48:57.763] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2312.5095, 765.76074, 160.13022, Yaw: 154.91054) | Result: Success
[2024-10-10 23:48:57.771] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2311.6145, 765.9905, 165.56754, Yaw: 153.68555) | Result: Success
[2024-10-10 23:48:57.813] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2306.8052, 767.41974, 189.88483, Yaw: 0) | Result: Success
[2024-10-10 23:48:57.822] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2305.7766, 767.7488, 194.54323, Yaw: 0) | Result: Success
[2024-10-10 23:48:58.022] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2280.9185, 775.7019, 286.43274, Yaw: 0) | Result: Success
[2024-10-10 23:48:58.224] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2256.016, 783.66925, 338.62308, Yaw: 0) | Result: Success
[2024-10-10 23:48:58.349] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2240.573, 788.62463, 350.94064, Yaw: 128.31055) | Result: Success
[2024-10-10 23:48:58.358] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2239.4287, 789.0384, 351.23267, Yaw: 128.31055) | Result: Success
[2024-10-10 23:48:58.425] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2229.719, 793.54614, 350.96152, Yaw: 0) | Result: Success
[2024-10-10 23:48:58.433] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2228.3494, 794.2613, 350.60373, Yaw: 0) | Result: Success
[2024-10-10 23:48:58.634] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2196.8662, 810.7005, 321.81323, Yaw: 0) | Result: Success
[2024-10-10 23:48:58.838] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2164.83, 827.42847, 252.05545, Yaw: 0) | Result: Success
[2024-10-10 23:48:58.930] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2150.4397, 834.9425, 207.43697, Yaw: 0) | Result: Success
[2024-10-10 23:48:59.073] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2127.8945, 846.7148, 120.97547, Yaw: 0) | Result: Success
[2024-10-10 23:48:59.273] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2120.2646, 850.6988, 101.649994, Yaw: 0) | Result: Success
[2024-10-10 23:48:59.357] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2120.1748, 850.8214, 101.649994, Yaw: 126.21054) | Result: Success
[2024-10-10 23:48:59.365] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2120.0037, 851.05505, 101.649994, Yaw: 126.21054) | Result: Success
[2024-10-10 23:48:59.374] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2119.818, 851.30865, 107.449486, Yaw: 126.21054) | Result: Success
[2024-10-10 23:48:59.449] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2116.7903, 855.4438, 156.9513, Yaw: 126.21054) | Result: Success
[2024-10-10 23:48:59.458] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2116.3008, 856.1126, 162.1454, Yaw: 126.21054) | Result: Success
[2024-10-10 23:48:59.466] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2115.8037, 856.7914, 167.19022, Yaw: 0) | Result: Success
[2024-10-10 23:48:59.475] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2115.3064, 857.47076, 172.17107, Yaw: 0) | Result: Success
[2024-10-10 23:48:59.676] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2103.2646, 873.91724, 271.9486, Yaw: 0) | Result: Success
[2024-10-10 23:48:59.877] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2091.2942, 890.2664, 331.5386, Yaw: 0) | Result: Success
[2024-10-10 23:49:00.082] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2079.056, 906.98157, 351.64664, Yaw: 0) | Result: Success
[2024-10-10 23:49:00.284] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2067.0134, 923.4291, 331.1514, Yaw: 0) | Result: Success
[2024-10-10 23:49:00.402] [multi_sink] [info] Action: Move | Entity: CREATURE_TYPE_PLAYER (ObjectId: 1) | Nickname: aa | Position: (2060.0254, 932.97345, 300.93738, Yaw: 0) | Result: Success
